Location,meter_uid,utility,utility_service_id,utility_service_address,utility_meter_number,utility_tariff_name,bill_start_date,bill_end_date,bill_days,bill_statement_date,bill_total_kWh,bill_total,source,updated,bill_volume,bill_total_unit
Martin Luther King Jr ES,,GAS,,"10TH & FILBERT ST, OAKLAND",48175336,GNR1,4/9/2019,5/10/2019,31,,,372.3,,,316,therms
Martin Luther King Jr ES,,GAS,,"10TH & FILBERT ST, OAKLAND",48175336,GNR1,3/11/2019,4/9/2019,29,,,2630.68,,,2198,therms
Martin Luther King Jr ES,,GAS,,"10TH & FILBERT ST, OAKLAND",48175336,GNR1,2/7/2019,3/11/2019,32,,,1091.1,,,811,therms
Martin Luther King Jr ES,,GAS,,"10TH & FILBERT ST, OAKLAND",48175336,GNR1,1/7/2019,2/7/2019,31,,,3113.1,,,2383,therms
Martin Luther King Jr ES,,GAS,,"10TH & FILBERT ST, OAKLAND",48175336,GNR1,12/8/2018,1/7/2019,30,,,784.82,,,611,therms
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,3/29/2021,4/28/2021,30,,"29,543",4776.65,,,29543,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,2/28/2021,3/29/2021,29,,"24,581",3835.64,,,24581,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,1/27/2021,2/28/2021,32,,"23,131",3276.68,,,23131,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,12/28/2020,1/27/2021,30,,"22,180",3147.07,,,22180,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,11/29/2020,12/28/2020,29,,"21,421",2858.45,,,21421,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,10/27/2020,11/29/2020,33,,"23,060",3016.25,,,23060,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,9/27/2020,10/27/2020,30,,"18,427",3193.94,,,18427,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,HA10S,9/24/2020,9/27/2020,3,,"1,380",199.67,,,1380,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,6/9/2020,9/24/2020,107,,"22,560",11983.06,,,22560,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,5/8/2020,6/9/2020,32,,"34,800",5586.75,,,34800,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,4/9/2020,5/8/2020,29,,"28,320",4333.31,,,28320,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,3/10/2020,4/9/2020,30,,"19,920",3614.09,,,19920,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,2/7/2020,3/10/2020,32,,"36,000",4602.9,,,36000,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,1/8/2020,2/7/2020,30,,"35,280",4829.43,,,35280,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,12/9/2019,1/8/2020,30,,"23,520",3820.01,,,23520,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,11/7/2019,12/9/2019,32,,"35,040",4323.72,,,35040,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,10/9/2019,11/7/2019,29,,"32,640",5024.81,,,32640,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,9/10/2019,10/9/2019,29,,"36,960",5438.12,,,36960,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,8/9/2019,9/10/2019,32,,"35,520",5387.86,,,35520,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,7/10/2019,8/9/2019,30,,"18,480",3945.42,,,18480,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,6/10/2019,7/10/2019,30,,"29,040",4199.73,,,29040,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,5/9/2019,6/10/2019,32,,"34,800",4845.17,,,34800,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,4/9/2019,5/9/2019,30,,"29,280",3934.91,,,29280,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,3/11/2019,4/9/2019,29,,"19,200",3116.34,,,19200,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,2/7/2019,3/11/2019,32,,"36,000",4134.1,,,36000,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,1/8/2019,2/7/2019,30,,"6,000",2238.07,,,6000,kwh
Martin Luther King Jr ES,,ELEC,,"10TH & FILBERT STS, OAKLAND",1010434624,A10S,12/7/2018,1/8/2019,32,,"37,440",4429.05,,,37440,kwh
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,3/15/2021,4/14/2021,30,,,219.44,,,160,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,2/11/2021,3/15/2021,32,,,308.91,,,195,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,1/12/2021,2/11/2021,30,,,268.95,,,169,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,12/11/2020,1/12/2021,32,,,313.24,,,198,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,11/12/2020,12/11/2020,29,,,251.32,,,158,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,10/13/2020,11/12/2020,30,,,182.85,,,121,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,9/11/2020,10/13/2020,32,,,151.26,,,100,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,8/12/2020,9/11/2020,30,,,136.51,,,95,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,7/13/2020,8/12/2020,30,,,146.19,,,111,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,6/12/2020,7/13/2020,31,,,146.63,,,112,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,5/13/2020,6/12/2020,30,,,159.46,,,126,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,4/14/2020,5/13/2020,29,,,191.41,,,158,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,3/13/2020,4/14/2020,32,,,1052.06,,,865,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,2/12/2020,3/13/2020,30,,,1229.44,,,920,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,1/13/2020,2/12/2020,30,,,1459.82,,,1082,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,12/12/2019,1/13/2020,32,,,1195.97,,,918,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,11/13/2019,12/12/2019,29,,,877.32,,,714,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,10/14/2019,11/13/2019,30,,,584.7,,,523,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,9/13/2019,10/14/2019,31,,,441,,,425,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,8/14/2019,9/13/2019,30,,,357.79,,,337,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,7/15/2019,8/14/2019,30,,,389.36,,,358,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,6/13/2019,7/15/2019,32,,,483.49,,,464,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,5/14/2019,6/13/2019,30,,,496.84,,,495,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,4/15/2019,5/14/2019,29,,,562.51,,,535,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,3/14/2019,4/15/2019,32,,,929.45,,,785,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,2/12/2019,3/14/2019,30,,,1281.85,,,986,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,1/11/2019,2/12/2019,32,,,1373.13,,,1042,therms
Kaiser ES,,GAS,,"25 S HILL CT, OAKLAND",62070485,GNR1,12/12/2018,1/11/2019,30,,,860.17,,,668,therms
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,3/29/2021,4/28/2021,30,,"2,478",476.8,,,2478,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,2/28/2021,3/29/2021,29,,"2,021",390.36,,,2021,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,1/27/2021,2/28/2021,32,,"2,540",462.15,,,2540,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,12/28/2020,1/27/2021,30,,"2,568",463.6,,,2568,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,11/29/2020,12/28/2020,29,,"2,146",363.25,,,2146,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,10/27/2020,11/29/2020,33,,"2,620",442.63,,,2620,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,9/27/2020,10/27/2020,30,,"2,274",386.44,,,2274,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,8/26/2020,9/27/2020,32,,"2,271",403.88,,,2271,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,7/27/2020,8/26/2020,30,,"2,946",519.61,,,2946,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,6/28/2020,7/27/2020,29,,"3,216",566.6,,,3216,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,5/28/2020,6/28/2020,31,,"3,878",678.02,,,3878,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,4/28/2020,5/28/2020,30,,"3,017",503.03,,,3017,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,3/29/2020,4/28/2020,30,,"2,992",469.49,,,2992,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HB6,2/27/2020,3/29/2020,31,,"5,008",779.18,,,5008,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,1/28/2020,2/27/2020,30,,"6,473",970.97,,,6473,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,12/29/2019,1/28/2020,30,,"5,876",881.26,,,5876,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,11/26/2019,12/29/2019,33,,"5,580",815.44,,,5580,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,10/28/2019,11/26/2019,29,,"5,220",776.66,,,5220,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,9/29/2019,10/28/2019,29,,"5,218",875.34,,,5218,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,8/28/2019,9/29/2019,32,,"6,468",1052.76,,,6468,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,7/29/2019,8/28/2019,30,,"6,000",976.58,,,6000,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,6/27/2019,7/29/2019,32,,"5,563",907.22,,,5563,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,5/29/2019,6/27/2019,29,,"4,808",787.41,,,4808,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,4/29/2019,5/29/2019,30,,"6,587",1069.8,,,6587,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,3/28/2019,4/29/2019,32,,"6,667",938.84,,,6667,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,2/27/2019,3/28/2019,29,,"5,648",795.32,,,5648,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,1/28/2019,2/27/2019,30,,"6,704",917.73,,,6704,kwh
Kaiser ES,,ELEC,,"25 S HILL CT, OAKLAND",1006714750,HA1X,12/27/2018,1/28/2019,32,,"6,294",864.17,,,6294,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,3/21/2021,4/20/2021,30,,"2,943",578.94,,,2943,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,2/18/2021,3/21/2021,31,,"3,230",623.38,,,3230,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,1/19/2021,2/18/2021,30,,"3,716",685.22,,,3716,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,12/17/2020,1/19/2021,33,,"3,609",651.97,,,3609,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,11/17/2020,12/17/2020,30,,"3,464",595.53,,,3464,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,10/19/2020,11/17/2020,29,,"2,856",494.64,,,2856,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,9/17/2020,10/19/2020,32,,"3,321",584.49,,,3321,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,8/18/2020,9/17/2020,30,,"2,965",535.81,,,2965,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,7/19/2020,8/18/2020,30,,"2,584",471.76,,,2584,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,6/18/2020,7/19/2020,31,,"2,587",473.21,,,2587,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,5/19/2020,6/18/2020,30,,"2,817",537.45,,,2817,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,4/20/2020,5/19/2020,29,,"2,404",440.89,,,2404,kwh
Hillcrest ES,,ELEC,,"30 MARGUERITE DR, OAKLAND",1009505629,HB6,3/19/2020,4/20/2020,32,,"3,068",534.96,,,3068,kwh
